505,just,413,244,all,101,85,1264,be,169,264,might,188,164,year,980,128,able,121,97,getting,1282,79,hope,406,68,said,1165,61,coffee,395,50,although,646,46,without,25,42,looks,1040,38,imagine,766,33,real,995,30,except,431,27,information,2187,25,jaiyeoba,724,24,ideas,2138,22,waiting,3562,20,bank,2180,19,eating,483,18,ever,910,17,listen,456,16,card,1750,15,hunter
499,time,94,244,he,164,182,1258,will,330,261,things,446,161,only,277,124,into,31,94,least,192,79,best,296,68,enough,1560,61,text,512,50,thought,270,46,saw,111,42,being,1176,38,late,2693,33,run,669,30,watch,852,27,together,1046,25,task,1915,24,yesterday,973,22,works,316,20,supposed,584,19,weather,1099,18,interested,2755,17,african,534,16,whether,1114,15,trees
488,think,186,481,eastside,7,70,1226,do,135,260,pages,930,159,back,176,120,keep,613,94,two,27,79,another,810,67,put,397,60,come,1255,50,morning,1207,46,part,808,42,certain,1949,38,drink,666,33,future,211,30,veleria,436,27,meet,37,25,met,2917,23,questions,355,22,play,632,20,shopping,262,19,tried,2664,18,low,626,17,rest,1160,16,arrive,1327,15,office
485,her,190,219,an,438,39,1184,in,163,257,mean,90,159,better,1047,117,journals,189,93,feel,562,78,someone,545,67,thing,634,59,week,445,50,apartment,229,46,detroit,1484,41,point,1951,38,water,440,33,feeling,1770,30,guitar,1142,27,happen,275,25,between,918,23,state,1357,22,z,2149,20,february,911,19,color,1788,18,energy,830,17,finished,2298,16,expensive,1706,15,note
485,what,62,218,then,353,166,956,this,140,248,make,687,158,does,95,117,little,57,92,else,732,78,goal,151,67,must,518,59,sometimes,325,50,looking,1166,45,hour,1904,41,past,1538,37,type,247,32,towards,712,29,start,1018,27,sounds,236,25,house,2325,23,gave,775,21,sell,1404,20,mention,1526,19,turn,826,18,pontiac,692,17,along,1236,16,line,1400,15,several
8465,i,118,217,day,12,371,906,about,19,246,been,14,154,today,603,116,move,315,90,people,204,77,through,345,67,trying,697,59,plan,489,50,usually,2879,45,cns,160,41,came,305,37,sunday,860,32,everything,680,29,chicken,458,27,food,763,25,means,3191,23,cycle,917,21,wayne,699,20,main,1290,19,betelgeuse,2488,18,march,1596,17,mostly,1218,16,talked,1555,15,gone
859,would,218,214,pretty,2,243,869,for,158,244,see,235,151,th,4,115,word,225,89,remember,903,77,finish,401,67,those,115,58,made,747,50,working,410,45,minutes,244,41,weeks,902,37,add,1120,32,written,1195,29,listening,1938,27,grow,1927,25,playing,585,23,often,1459,21,chance,539,20,writer,2517,19,fact,2642,18,purple,868,17,authors,197,16,king,1578,15,jah
66,love,529,465,well,16,7,169,after,461,310,now,617,142,actually,556,108,seems,685,86,years,1146,73,told,279,65,number,652,56,comes,1003,48,moving,1148,44,hours,660,41,close,437,35,bit,2616,31,hydroxyzine,2057,28,home,1342,26,whole,549,25,TRUE,742,23,second,1716,21,especially,2231,20,gets,2490,19,fatima,677,18,hospital,3071,17,goals,989,16,finally,1642,15,unless
5700,doggy,2,171,these,142,113,750,on,56,329,too,286,143,which,125,109,yet,393,86,done,563,74,wait,522,65,order,622,56,account,633,49,once,265,44,cliff,885,41,thursday,120,35,seem,1859,31,asked,925,28,august,1972,26,possible,719,25,big,1212,23,e,799,21,hand,2012,20,july,1228,19,dark,1214,18,sent,380,17,clear,789,16,liked,1533,15,cvs
850,sex,9,113,nice,453,308,825,am,91,343,as,350,149,month,384,206,did,447,88,every,131,75,can,477,66,smoke,180,58,while,267,49,never,227,45,stay,1020,41,tuesday,155,36,bad,357,32,interesting,1448,29,rate,485,26,problem,327,25,fiction,2257,23,receipts,524,21,funny,657,20,matter,628,19,kitchen,2969,18,october,2228,17,increase,1380,16,us,3611,15,print
512,with,153,200,books,645,40,762,was,38,336,or,536,145,days,237,112,sort,271,87,again,13,74,around,342,66,dad,454,57,months,838,49,away,392,45,sleep,373,41,their,1831,36,track,933,31,twitter,41,29,hot,1913,26,earlier,2186,25,quit,1058,23,spent,422,21,white,897,20,using,1153,19,glad,606,18,bed,2678,17,paid,1914,16,ago,1140,15,ready
924,miss,9,229,money,251,26,413,could,514,416,you,195,144,other,752,110,also,199,87,tomorrow,708,74,use,72,66,name,971,56,thoughts,734,49,wrote,52,44,list,430,41,amount,443,35,found,560,31,expect,1548,28,couple,957,26,worried,914,25,stopped,915,23,coming,96,21,knew,502,20,green,2956,19,shower,1962,18,danny,582,17,changes,2515,16,key,1447,15,expected
416,rosemary,328,172,work,557,23,3454,the,127,307,really,58,138,way,54,108,find,961,84,hard,349,72,here,1112,64,tonight,402,55,black,311,47,library,1181,44,set,890,40,story,599,35,phone,1,31,december,448,28,rent,2476,26,nurse,1423,25,copies,2272,22,closer,1173,21,midnight,870,20,plans,3,19,sirius,882,18,required,1021,17,september,2734,16,blue,3068,15,creditors
432,some,126,212,journal,782,84,444,there,116,351,but,73,150,until,245,113,before,416,88,since,138,76,who,50,67,most,415,58,why,398,49,smoking,570,45,car,417,41,talking,1113,36,hear,2131,32,own,51,29,complete,1061,27,person,771,25,our,960,23,hopefully,3169,21,pulitzer,1387,20,novel,623,19,leave,704,18,travel,2581,17,medicine,946,16,group,1454,15,tired
416,guess,208,202,from,1663,391,805,she,179,341,go,289,148,dr,269,112,last,291,88,long,5,75,count,222,751,like,278,57,thinking,490,49,less,480,45,end,583,41,such,769,36,believe,773,32,makes,1760,29,either,178,26,short,324,25,exactly,3953,23,charts,2075,21,table,213,20,january,337,19,appear,3831,18,drawing,435,17,brain,706,16,city,3185,15,begins
402,though,733,167,had,319,9,3942,to,74,307,one,223,142,sure,414,108,wonder,441,86,no,1149,73,difficult,577,64,different,2213,56,numbers,487,48,ask,212,44,monday,1687,40,berry,2126,35,takes,711,31,plenty,351,28,says,159,26,girls,306,25,april,935,23,fine,1502,21,chocolate,2028,20,k,2951,19,shermeta,3221,18,knowledge,966,17,mystery,110,16,song,1093,15,common
375,write,79,184,s,161,49,2672,is,93,297,how,389,138,say,82,107,down,259,84,doing,408,72,him,727,64,stars,1336,55,quite,133,47,later,1226,44,light,281,40,wish,2059,35,focus,1288,31,beginning,1079,28,relationship,905,26,continue,1043,24,forget,139,22,knows,774,21,sense,478,20,likely,1547,19,careful,2753,18,likes,1032,17,looked,2644,16,chocolope,2694,15,sign
373,good,616,197,we,130,89,2337,it,63,292,when,198,138,even,439,106,than,8,84,went,495,71,his,640,64,buy,303,55,wanted,576,47,early,713,43,school,177,40,high,292,35,dream,202,31,saturday,75,28,question,987,25,save,767,24,cool,1815,22,goes,1616,21,dreams,875,20,living,313,19,rather,2062,18,ahead,756,17,nearly,1977,16,stress,2043,15,items
354,writing,210,192,them,282,20,2200,a,30,291,has,59,137,page,300,105,going,2322,83,star,268,71,pay,185,63,kind,1157,55,try,407,47,call,1050,43,almost,1350,40,already,612,35,store,658,31,live,906,28,june,2742,25,colors,1104,24,costs,1909,22,pain,1345,21,worth,750,19,material,1201,19,university,68,18,three,1034,16,useful,1339,16,clothes,523,15,online
690,me,231,185,next,323,61,1722,not,172,290,much,287,136,something,569,105,night,377,83,cannot,1361,71,spend,33,63,far,426,54,mind,3099,47,texted,1130,43,wednesday,1145,40,doctor,955,34,happy,2117,31,learn,1366,28,busy,515,25,marijuana,912,24,family,123,22,longer,1808,21,great,1092,19,meeting,3250,19,appointment,484,17,seen,945,16,bring,1302,16,known,520,15,mentioned
688,get,32,184,probably,60,81,1512,and,53,284,up,69,136,many,141,105,right,174,82,weed,293,71,room,614,63,lot,526,53,your,412,47,girl,958,43,myself,651,39,girlfriend,1233,34,cigarettes,2044,31,space,396,28,anyways,1626,25,doctors,994,24,memoir,1734,22,pace,1158,21,stop,1604,19,review,1083,19,both,975,17,job,590,16,instead,1285,16,feels,2548,15,texting
669,if,36,178,words,71,29,1509,of,162,281,by,804,136,were,191,103,got,950,81,nikki,450,70,soon,488,62,cost,399,53,outside,653,47,having,0,43,friday,370,39,talk,511,34,begin,1471,31,bought,152,28,happened,880,25,old,663,24,crystal,783,22,started,737,21,class,1749,19,kelly,1703,19,nothing,934,17,appears,1152,16,keeping,1772,16,third,2599,15,higher
650,know,108,178,very,735,17,1431,my,78,277,they,11,136,take,132,100,over,285,80,same,226,70,used,405,61,called,394,52,times,144,47,always,284,43,date,952,38,case,1543,34,consider,1279,30,eat,887,28,taking,3940,25,chart,1677,24,copy,1630,22,parents,2120,20,birthday,1602,19,cold,997,19,half,1319,17,lately,2081,16,definitely,1270,16,november,499,15,parts
624,may,1005,173,still,543,65,1344,have,544,270,maybe,200,136,because,513,100,first,550,80,mom,777,70,tell,122,61,any,334,52,check,553,47,place,288,42,left,600,38,computer,2890,34,stimulus,1030,30,names,1381,28,dinner,1601,25,easier,635,24,walk,1775,22,quick,571,20,regular,1340,19,groceries,1661,19,nairobi,1561,17,reason,2218,16,drinking,338,16,fairly,4356,15,tomatoes
606,at,149,173,per,87,86,1326,so,346,268,out,1334,135,new,105,98,life,203,80,look,2008,69,off,1458,61,give,1019,52,idea,1044,46,making,238,42,near,354,38,music,714,34,become,2112,30,extra,128,27,important,452,25,plus,386,24,cat,2031,22,aid,2930,20,chad,1911,19,answer,1496,19,worked,2487,17,eye,1823,16,fast,3156,16,okay,2744,15,smoked
517,more,344,173,read,147,98,1285,that,329,265,book,537,132,reading,232,98,where,168,80,let,873,69,each,209,61,few,170,51,change,1801,46,help,668,42,took,1330,38,anything,201,33,open,817,30,available,1531,27,hair,1373,25,st,1013,24,create,45,22,meloni,1022,20,rd,1354,19,pens,2160,18,lights,1785,17,scale,2212,16,prime,2065,16,return,601,15,oh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
